distance_km,route_complexity,traffic_delay_min,weather_severity,time_of_day,day_of_week,demand_level,driver_availability,event_indicator,trip_duration,base_fare
19.352465823520763,4,9.016916553359145,2,afternoon,0,0.6069846744213653,8,1,40.08994392996591,34.02869873528115
47.58500101408589,18,23.91973390200751,0,evening,1,0.5593180089495972,2,0,51.036086629118635,76.37750152112883
36.86770314875885,5,20.189469218209446,0,evening,4,0.8226257482647886,16,1,76.17402648765092,60.301554723138274
30.334265725654795,16,13.086262926678693,0,morning,5,0.8126178137471891,2,1,85.8995592233644,50.50139858848219
8.64491338167939,14,7.687608425830064,2,afternoon,4,0.41714457260485904,4,0,52.106108327105936,17.967370072519085
8.64373149647393,19,1.778183603039316,0,night,4,0.6358460481306217,2,1,64.72299468619005,17.965597244710892
3.8460969962417737,14,10.125167353424176,2,afternoon,4,0.10282924452668674,9,1,32.43852126694137,10.769145494362661
43.44263114297183,9,13.800593032642489,1,evening,2,0.09077267826835012,13,1,33.39490157774734,70.16394671445774
30.45463557541723,6,20.610715142136158,2,morning,0,0.4799164055212619,2,1,80.51439493441292,50.68195336312585
35.69555631200623,17,19.37915864839293,2,night,2,0.9002040236060214,19,0,13.385908468251277,58.54333446800935
2.00864022049432,19,28.420347087956337,0,evening,6,0.6499997025236955,8,1,22.466459998123607,8.01296033074148
48.52558275593772,12,3.0118775715858312,1,night,2,0.6692164226475942,11,0,27.9409961509713,77.78837413390659
41.78968939922066,4,10.090203686374092,0,afternoon,1,0.1576733120795013,8,0,13.020285994116751,67.684534098831
11.404616423235531,16,14.44734245810695,2,afternoon,4,0.45330444426883887,16,0,61.74742818647697,22.106924634853296
9.90942339314793,11,20.120873815619678,2,evening,3,0.40079094498449364,17,1,82.03319436676573,19.864135089721895
9.986820982818257,4,14.86355074324219,0,evening,4,0.7829783467541931,15,1,7.294572004785035,19.980231474227384
15.907869905017348,17,27.38274695840216,1,night,0,0.13782409677226803,7,1,26.44501659849482,28.86180485752602
26.713065149979656,8,18.260170367994405,2,night,2,0.5391910073308044,1,0,83.25202168529961,45.06959772496948
22.165305913463673,14,1.189962290736457,2,afternoon,0,0.9113515025488518,14,1,44.57864170235852,38.24795887019551
15.270227869704053,2,3.4096790719840286,2,morning,2,0.892459889652398,16,0,80.27856975570218,27.90534180455608
30.980791841396595,11,22.604866844416755,1,night,2,0.8523371097477204,3,0,85.24332469706496,51.47118776209489
7.83519917195005,11,21.473630890388826,0,afternoon,2,0.3749853129363834,18,1,89.22958712850004,16.752798757925074
15.31508777822569,6,4.604910054771154,1,morning,3,0.9411006906550579,19,0,38.63581453168025,27.972631667338536
18.951730321390894,14,1.7672598319699817,1,evening,6,0.8053005086593719,6,1,34.15292635423205,33.42759548208634
23.34742922663476,10,17.361535663196054,2,evening,4,0.8511413192409033,9,1,68.63425806864457,40.02114383995214
39.473622108257665,8,19.072164960802002,1,night,2,0.9323537943249872,13,1,55.537537050807344,64.2104331623865
10.784015325759627,7,4.058989125385048,2,morning,1,0.9370012656140809,12,1,61.03231268510201,21.176022988639442
26.19748748226697,8,14.208579631224458,1,afternoon,5,0.24006496325999083,15,1,50.25083949939938,44.296231223400454
30.02831387424008,8,9.174945873552389,1,night,5,0.12768771177716687,7,1,48.70202697344453,50.04247081136012
3.2760702232798886,2,27.93916936910663,0,afternoon,2,0.6908749435713153,12,1,31.772274024588263,9.914105334919833
30.76969774317048,16,6.575994101682138,1,morning,4,0.5632139566371424,17,0,55.62603175995784,51.154546614755716
9.355682060677285,9,21.997821777098988,0,night,4,0.3274265056319321,13,0,27.79828491345246,19.03352309101593
4.187528056278696,13,15.544017400330127,2,morning,6,0.6844495067770157,17,0,35.231000153094755,11.281292084418045
47.49539132541333,12,0.3456303607813016,2,morning,6,0.06199687731592174,8,0,58.60053103024133,76.24308698812
48.315969620653405,17,15.509957496378531,0,morning,3,0.04720831649588342,18,0,59.11319328868261,77.47395443098011
40.6114700577066,2,2.9841644975850445,2,afternoon,2,0.3543105842017601,2,0,54.054944178148475,65.9172050865599
15.926074689495163,13,19.77186587475935,2,evening,1,0.19384662343216086,17,1,62.35198715707303,28.889112034242743
5.78593358631281,1,16.965705911447166,1,night,3,0.7185560507375774,12,1,40.0126407332015,13.678900379469216
34.527418299095686,19,0.31281682000423694,0,afternoon,3,0.948021837908192,13,1,55.51997432034318,56.79112744864353
22.567472193240462,11,6.140784887489438,2,morning,2,0.6616274136846255,15,0,13.09931298075576,38.85120828986069
6.979873507394163,5,23.28675158616068,0,afternoon,2,0.6547843671275638,11,1,46.116572528770234,15.469810261091244
25.263668595452238,1,8.273178429060636,1,morning,3,0.006595573419583167,9,1,54.813767335042435,42.89550289317836
2.6850375346457014,13,14.978502034891594,2,morning,3,0.5122769717246302,8,0,40.887531416630004,9.027556301968552
45.556699701860325,8,9.359958432275512,2,morning,3,0.8171013201751595,15,0,6.442022203521606,73.33504955279048
13.68021909840083,6,27.6458056919262,0,morning,0,0.6541203653380177,17,1,64.58512263838526,25.520328647601247
33.463591933345114,17,16.097310533503023,2,afternoon,3,0.2277823846488345,14,1,43.71662345773525,55.19538790001767
16.273842728381137,12,20.885205445680626,0,morning,4,0.8484752484272008,5,0,18.23395218969924,29.410764092571704
26.48333303771273,1,2.5042831409132393,2,afternoon,5,0.9643767242151823,16,1,87.66400027179924,44.724999556569095
27.788803687820703,3,1.2100796259825641,1,afternoon,1,0.2789928475002704,8,1,85.10518071642211,46.683205531731055
10.057868320750824,14,7.776845852013928,1,evening,1,0.2070943421658067,17,0,18.488342521179074,20.086802481126234
48.50964676046337,8,9.274028767609622,0,afternoon,5,0.3385269046526759,11,0,65.11258046505506,77.76447014069505
38.98150834469461,11,20.630416235397057,2,evening,2,0.06315828387767108,18,0,48.988794120313074,63.47226251704191
47.035448136645265,14,17.073915081373237,2,evening,6,0.8734326730868756,2,0,29.59022404613994,75.5531722049679
44.84654017095479,8,11.237388208049557,0,evening,3,0.9292994805324811,1,0,63.17161272289775,72.26981025643218
30.29709896174317,3,19.623524525340326,1,afternoon,1,0.6333030396331303,9,0,43.06520602315986,50.445648442614754
46.171837516132726,7,4.906972420088614,1,evening,1,0.764334812853446,8,1,81.37308296257184,74.2577562741991
5.3361326005440555,19,1.904690844441177,1,night,4,0.668650677435156,2,1,64.80881148506175,13.004198900816084
10.603160258538114,4,25.635152769546014,0,morning,4,0.37735422928986906,12,1,48.14479312499992,20.904740387807173
3.216137156616365,16,16.918383848066327,1,afternoon,0,0.6320423620542658,6,1,43.410160729385225,9.824205734924547
16.94118620739995,13,19.472858209122638,0,morning,5,0.8363201708751129,2,0,7.683935621232438,30.411779311099927
20.045187194784617,19,9.217267522487223,1,afternoon,0,0.8099074102357671,12,1,18.67265170652767,35.067780792176926
14.2961025569209,5,11.158648732130992,1,evening,1,0.08105752641667452,18,0,8.83150711329473,26.44415383538135
41.608137948444536,5,2.471023414589272,0,night,2,0.46260096054311706,5,0,10.391515772713753,67.4122069226668
18.480913007985876,4,25.709645634053203,2,evening,1,0.39732146395725,13,0,10.702845388144862,32.721369511978814
14.765790974681657,2,17.773183502368045,2,afternoon,2,0.7520087457798647,4,1,6.196998397252691,27.148686462022486
27.592108074754176,13,2.508829895398219,2,evening,6,0.5013759395457833,8,1,72.26444029884193,46.38816211213126
7.9052870237633694,16,24.135887991750018,1,night,1,0.3497011085694196,10,0,45.678589187835,16.857930535645053
40.307652056947944,2,13.323461085509235,1,morning,4,0.7063497605932015,14,0,68.67755215436037,65.46147808542192
4.652981540308771,19,22.953040505100397,2,morning,3,0.47357852033589876,2,1,19.256574595806526,11.979472310463155
49.35745989342535,17,0.3785958626744401,1,evening,1,0.256624027752975,2,1,76.50321491369981,79.03618984013802
38.839993695536215,5,0.8621909091636792,1,afternoon,0,0.8904169226102256,4,0,12.999111099862443,63.259990543304326
10.737068395174449,18,5.12348876346434,2,afternoon,6,0.11304784815305169,11,1,32.375369939113156,21.105602592761674
1.2705837390565176,18,6.327496684220395,0,morning,6,0.018087706885486554,9,0,36.50976820592138,6.905875608584776
40.95760999428688,8,22.91866590930413,2,night,2,0.1439110326480394,18,0,25.037133302550362,66.43641499143031
35.63600984853324,15,21.200824920497944,2,evening,2,0.1636432534973442,17,0,16.670811351756157,58.454014772799866
36.72135123400838,13,18.482643573894848,0,evening,1,0.5380422000475656,2,1,58.387211649750455,60.08202685101257
38.79224698761134,13,26.545766894500165,1,morning,2,0.6248655006370375,7,1,5.721586155981303,63.18837048141701
4.628187934970428,16,7.4144635096909886,2,afternoon,0,0.44861113405879915,12,0,72.28916468270397,11.942281902455642
18.564820698669358,13,27.13214711713345,2,evening,4,0.2041712452789758,16,1,8.597270378663257,32.84723104800403
6.677583916731356,2,27.284132077955473,1,afternoon,3,0.1321908987939252,10,0,86.94402353981155,15.016375875097033
43.29206786790408,3,13.02779280560592,1,afternoon,3,0.4921519691237265,11,1,78.80371766317143,69.93810180185612
31.541608214550337,15,2.831586012605066,0,morning,2,0.565483087619812,9,0,40.23751800440772,52.312412321825505
17.214003217779812,19,21.79679724568575,1,afternoon,1,0.30396137170347404,4,0,17.13009987386107,30.821004826669718
4.114359164015158,13,10.107860179412375,2,night,2,0.22043994734097416,16,1,79.0040669700024,11.171538746022737
16.23813376406745,5,23.84788552310192,1,night,6,0.08059272684742724,19,0,59.7526015924964,29.357200646101173
16.933982779310604,6,4.910708517114094,1,morning,0,0.026244486992232696,5,0,47.90603818962962,30.400974168965906
36.75070273856514,14,16.18545340723096,0,evening,5,0.1057364308361799,12,0,32.14963145654376,60.12605410784771
32.240316096405444,4,15.242211909546327,0,afternoon,1,0.7420794122839406,10,1,52.709044648473125,53.36047414460816
44.47342438624,19,3.0094347170884053,2,night,4,0.34401865015388944,14,0,40.28724039238182,71.71013657936
24.138531332935514,7,10.899984770179753,2,morning,0,0.027418915401902222,12,1,44.556150922662574,41.20779699940327
6.860118050976784,4,2.5426594034018413,1,morning,4,0.5081652718543446,4,0,76.86342783371776,15.290177076465175
35.948994573926754,2,13.942209285367422,2,afternoon,1,0.5360672668886253,9,0,85.96006055160723,58.92349186089013
38.27846738222797,7,25.287136758413787,2,morning,4,0.4286887796123935,14,1,86.82821652148834,62.41770107334196
28.502582680905316,3,8.10614289912395,1,evening,0,0.11068281203548591,5,1,82.17440536727996,47.75387402135797
38.77739181777349,15,22.945859615623124,1,afternoon,0,0.7549673976059635,9,0,73.19231348682534,63.16608772666024
25.195984221855145,1,5.50282246837369,1,evening,2,0.6890815882366191,2,0,43.56085253349638,42.79397633278272
